planta,fecha,hora_inicio,turno,linea,maquina,duracion_min,codigo_falla,categoria_falla,comentario_operario
Envases del Pacífico S.A.S.,2026-07-17,23:06,noche,L3,EMP-07,2.5,CAL-05,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-07-17,23:23,noche,L1,SOP-01,45.2,OPE-08,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-07-18,00:14,noche,L3,EMP-06,4.6,OPE-07,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-18,01:52,noche,L1,SOP-01,30.0,MPR-08,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-07-18,03:09,noche,L1,SOP-01,1.8,CAL-04,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-07-18,06:59,mañana,L1,SOP-01,10.0,MEC-08,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-07-18,07:47,mañana,L3,EMP-06,16.2,MEC-08,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-07-18,13:39,mañana,L3,EMP-06,13.7,ELE-05,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-07-18,18:25,tarde,L2,INY-03,4.6,MPR-01,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-07-18,19:27,tarde,L3,EMP-06,1.2,MPR-05,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-07-18,19:58,tarde,L1,SOP-01,3.9,OPE-08,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-18,23:00,noche,L2,INY-03,22.2,OPE-05,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-07-18,23:31,noche,L2,INY-03,82.6,MEC-06,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-07-19,00:15,noche,L2,INY-03,13.9,CAL-02,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-07-19,04:39,noche,L2,INY-04,14.4,OPE-04,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-19,08:02,mañana,L2,INY-04,2.7,ELE-05,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-19,08:23,mañana,L1,SOP-02,11.5,OPE-04,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-07-19,08:51,mañana,L1,SOP-01,1.9,,,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-19,10:05,mañana,L2,INY-03,24.9,CAL-07,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-07-19,10:13,mañana,L2,INY-05,68.0,,,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-07-19,10:28,mañana,L2,INY-03,14.1,,,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-07-19,10:28,mañana,L2,INY-05,17.6,OPE-05,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-19,10:54,mañana,L2,INY-04,27.1,,,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-07-19,11:40,mañana,L3,EMP-07,16.0,OPE-03,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-07-19,12:57,mañana,L3,EMP-07,12.2,,,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-07-19,13:01,mañana,L2,INY-05,28.5,OPE-05,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-19,19:30,tarde,L1,SOP-01,3.3,MEC-02,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-07-19,20:46,tarde,L1,SOP-01,55.1,MPR-05,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-07-19,23:28,noche,L1,SOP-02,4.5,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-07-20,05:17,noche,L3,EMP-07,2.3,OPE-02,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-07-20,06:20,mañana,L1,SOP-01,2.2,CAL-05,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-07-20,07:38,mañana,L3,EMP-07,4.8,,,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-07-20,11:31,mañana,L3,EMP-06,45.3,OPE-05,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-20,12:05,mañana,L1,SOP-02,12.0,MPR-06,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-07-21,04:32,noche,L1,SOP-01,15.0,,,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-07-21,10:32,mañana,L1,SOP-01,3.4,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-07-21,11:05,mañana,L2,INY-04,13.8,ELE-08,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-21,12:47,mañana,L2,INY-04,31.8,,,falla del variador
Envases del Pacífico S.A.S.,2026-07-21,13:09,mañana,L1,SOP-02,4.2,ELE-03,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-22,06:02,mañana,L1,SOP-02,39.7,MEC-01,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-07-22,06:17,mañana,L3,EMP-07,37.9,MEC-06,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-07-22,11:51,mañana,L1,SOP-02,15.0,MEC-03,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-07-22,13:54,mañana,L1,SOP-02,38.3,ELE-02,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-07-22,14:39,tarde,L1,SOP-01,55.9,ELE-07,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-22,17:40,tarde,L1,SOP-01,45.6,ELE-05,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-07-22,20:45,tarde,L3,EMP-06,23.2,OPE-05,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-07-22,23:19,noche,L1,SOP-01,19.5,MEC-01,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-07-22,23:27,noche,L3,EMP-06,4.4,MPR-06,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-07-23,00:02,noche,L2,INY-04,1.6,OPE-08,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-23,00:12,noche,L1,SOP-02,27.1,OPE-01,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-23,10:43,mañana,L3,EMP-06,61.2,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-07-23,16:56,tarde,L1,SOP-02,9.5,MEC-05,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-07-24,01:14,noche,L3,EMP-06,4.6,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-07-24,05:24,noche,L2,INY-05,30.5,CAL-01,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-07-24,11:12,mañana,L3,EMP-06,4.4,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-07-24,15:26,tarde,L1,SOP-01,2.1,ELE-02,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-24,18:36,tarde,L1,SOP-01,12.1,MEC-02,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-07-24,19:07,tarde,L2,INY-03,65.3,,,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-07-24,20:02,tarde,L2,INY-03,12.3,OPE-03,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-07-24,21:49,tarde,L3,EMP-07,5.0,ELE-06,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-24,22:14,noche,L3,EMP-07,3.4,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-07-24,22:26,noche,L3,EMP-06,3.3,MEC-04,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-07-24,23:20,noche,L3,EMP-06,34.2,MEC-07,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-07-25,00:03,noche,L3,EMP-06,3.4,MEC-02,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-07-25,00:14,noche,L1,SOP-02,3.4,,,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-07-25,00:40,noche,L1,SOP-01,12.8,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-07-25,03:14,noche,L3,EMP-07,2.6,,,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-25,03:31,noche,L3,EMP-07,1.4,ELE-06,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-07-25,03:35,noche,L3,EMP-07,1.7,OPE-08,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-07-25,04:34,noche,L1,SOP-02,3.8,OPE-01,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-07-25,05:32,noche,L3,EMP-06,49.9,,,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-25,05:59,noche,L3,EMP-06,7.9,OPE-08,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-25,06:29,mañana,L2,INY-03,4.7,CAL-08,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-07-25,06:47,mañana,L1,SOP-02,12.9,,,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-07-25,07:08,mañana,L2,INY-04,14.0,MEC-04,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-07-25,07:26,mañana,L1,SOP-02,14.5,OPE-04,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-25,17:03,tarde,L2,INY-05,55.7,OPE-05,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-26,01:48,noche,L1,SOP-01,33.9,MPR-06,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-07-26,03:05,noche,L1,SOP-02,52.6,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-07-26,15:46,tarde,L1,SOP-02,33.1,MPR-02,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-07-26,15:59,tarde,L3,EMP-07,20.0,,,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-07-26,20:28,tarde,L1,SOP-02,1.4,OPE-06,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-27,00:45,noche,L2,INY-04,4.6,ELE-04,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-27,01:47,noche,L1,SOP-01,2.2,MEC-08,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-07-27,02:52,noche,L1,SOP-02,13.6,,,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-27,03:01,noche,L2,INY-03,3.2,ELE-05,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-07-27,07:43,mañana,L3,EMP-07,21.9,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-07-27,07:48,mañana,L1,SOP-01,4.5,OPE-05,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-27,13:21,mañana,L3,EMP-06,122.8,OPE-08,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-07-27,17:14,tarde,L3,EMP-06,4.6,CAL-08,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-07-27,21:17,tarde,L3,EMP-06,3.9,ELE-06,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-27,22:20,noche,L2,INY-04,82.4,MPR-07,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-07-27,22:45,noche,L2,INY-04,15.2,,,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-07-28,00:44,noche,L2,INY-05,13.8,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-07-28,01:08,noche,L2,INY-05,1.7,MPR-03,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-07-28,08:58,mañana,L3,EMP-06,37.8,MEC-01,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-07-28,10:33,mañana,L3,EMP-06,11.7,OPE-05,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-07-28,12:43,mañana,L1,SOP-02,3.2,ELE-03,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-07-28,16:44,tarde,L3,EMP-07,25.5,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-07-28,18:25,tarde,L3,EMP-07,102.7,MEC-01,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-07-28,20:36,tarde,L3,EMP-06,12.4,CAL-07,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-07-28,20:37,tarde,L2,INY-03,3.1,,,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-07-29,09:21,mañana,L1,SOP-01,1.8,OPE-02,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-29,21:53,tarde,L1,SOP-01,2.7,MEC-07,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-07-30,02:34,noche,L3,EMP-06,21.6,OPE-03,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-30,03:34,noche,L3,EMP-07,28.4,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-07-30,04:26,noche,L3,EMP-07,29.9,MEC-03,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-07-30,08:08,mañana,L3,EMP-06,5.7,,,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-07-30,11:12,mañana,L2,INY-04,71.8,MEC-03,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-07-30,19:55,tarde,L1,SOP-01,10.7,ELE-03,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-07-30,20:28,tarde,L1,SOP-01,16.9,OPE-02,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-07-31,01:38,noche,L1,SOP-01,12.9,OPE-07,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-31,10:38,mañana,L3,EMP-07,14.1,OPE-06,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-07-31,11:18,mañana,L3,EMP-07,1.0,OPE-03,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-08-01,01:48,noche,L1,SOP-02,16.4,ELE-04,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-08-01,02:07,noche,L1,SOP-02,6.5,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-08-01,02:11,noche,L1,SOP-01,80.8,MPR-02,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-08-01,02:32,noche,L2,INY-04,18.7,,,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-08-01,05:44,noche,L1,SOP-01,86.5,OPE-03,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-08-01,08:04,mañana,L2,INY-03,30.7,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-08-01,14:04,tarde,L1,SOP-01,47.6,MPR-05,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-08-01,14:33,tarde,L2,INY-05,3.6,,,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-08-01,15:31,tarde,L3,EMP-07,31.7,CAL-07,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-08-01,17:04,tarde,L3,EMP-06,17.2,,,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-08-01,18:09,tarde,L1,SOP-01,71.4,ELE-01,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-08-01,19:07,tarde,L1,SOP-02,5.0,MPR-04,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-08-01,19:10,tarde,L2,INY-04,3.3,,,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-08-01,19:31,tarde,L3,EMP-06,4.1,MEC-05,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-08-01,19:41,tarde,L2,INY-05,77.9,CAL-05,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-08-02,00:02,noche,L3,EMP-06,8.3,MEC-07,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-08-02,02:54,noche,L2,INY-05,4.4,MEC-08,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-08-02,03:58,noche,L1,SOP-02,4.5,ELE-05,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-08-02,04:42,noche,L3,EMP-06,50.6,,,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-08-02,08:21,mañana,L2,INY-04,3.2,ELE-02,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-08-02,09:34,mañana,L2,INY-04,5.0,MEC-07,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-08-02,10:27,mañana,L3,EMP-06,21.7,MPR-05,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-08-02,11:14,mañana,L2,INY-04,7.1,OPE-02,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-08-02,11:20,mañana,L3,EMP-06,62.9,,,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-08-02,12:03,mañana,L2,INY-03,35.3,OPE-03,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-08-02,13:20,mañana,L3,EMP-06,20.9,ELE-05,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-08-02,17:11,tarde,L3,EMP-07,11.6,OPE-01,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-08-02,18:18,tarde,L1,SOP-02,3.6,CAL-02,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-08-02,19:24,tarde,L3,EMP-06,1.1,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-08-03,05:13,noche,L1,SOP-02,32.8,MPR-06,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-08-03,07:20,mañana,L2,INY-05,1.9,OPE-07,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-08-03,10:09,mañana,L1,SOP-02,11.0,MEC-02,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-08-03,13:17,mañana,L2,INY-04,27.5,,,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-08-03,14:05,tarde,L2,INY-05,2.6,ELE-07,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-08-03,19:39,tarde,L2,INY-03,34.9,OPE-04,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-08-03,22:10,noche,L2,INY-05,26.2,MEC-07,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-08-04,01:45,noche,L2,INY-05,2.1,MEC-08,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-08-04,02:08,noche,L1,SOP-02,7.5,OPE-07,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-08-04,05:42,noche,L1,SOP-01,24.6,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-08-04,09:28,mañana,L2,INY-03,3.5,MEC-01,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-08-04,11:08,mañana,L1,SOP-02,35.8,ELE-04,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-08-04,19:09,tarde,L2,INY-04,44.8,,,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-08-04,20:38,tarde,L2,INY-03,13.4,ELE-03,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-08-05,00:00,noche,L1,SOP-02,25.0,MEC-02,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-08-05,06:33,mañana,L1,SOP-01,21.1,OPE-06,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-08-05,06:56,mañana,L3,EMP-06,19.3,MEC-06,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-08-05,10:41,mañana,L3,EMP-07,2.4,OPE-01,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-08-05,14:32,tarde,L2,INY-05,1.3,ELE-05,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-08-05,16:06,tarde,L2,INY-03,2.4,OPE-01,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-08-05,16:55,tarde,L2,INY-05,26.5,MEC-02,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-08-05,19:16,tarde,L2,INY-04,12.1,CAL-01,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-08-06,01:40,noche,L1,SOP-01,11.5,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-08-06,01:46,noche,L1,SOP-02,5.0,OPE-04,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-08-06,03:37,noche,L1,SOP-02,3.5,MEC-04,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-08-06,08:23,mañana,L1,SOP-02,2.3,,,falla del variador
Envases del Pacífico S.A.S.,2026-08-06,11:11,mañana,L2,INY-04,1.3,MEC-02,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-08-06,11:14,mañana,L2,INY-05,1.2,MEC-01,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-08-06,11:30,mañana,L2,INY-03,22.0,,,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-08-06,11:42,mañana,L2,INY-05,4.6,,,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-08-06,11:52,mañana,L1,SOP-02,16.6,OPE-05,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-08-06,12:02,mañana,L3,EMP-07,4.9,ELE-04,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-08-06,12:20,mañana,L3,EMP-06,27.1,ELE-06,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-08-06,12:30,mañana,L3,EMP-06,1.3,MEC-02,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-08-06,16:06,tarde,L3,EMP-06,12.0,,,se rompió la banda de arrastre
